id,district,locality,families,households,population,male,female
607,Surkhet,"Chingad Rural Municipality",3240,3066,15752,7405,8347
611,Surkhet,"Simta Rural Municipality",6121,5475,24298,10740,13558
613,Dailekh,"Bhagawatimai Rural Municipality",3627,3344,18366,9083,9283
614,Dailekh,"Bhairabi Rural Municipality",4198,3755,17981,8377,9604
617,Dailekh,"Dungeshwor Rural Municipality",3436,3163,14597,6940,7657
618,Dailekh,"Gurans Rural Municipality",4562,4358,21284,10483,10801
619,Dailekh,"Mahabu Rural Municipality",4021,3652,18037,8316,9721
621,Dailekh,"Naumule Rural Municipality",4517,4162,20589,10032,10557
622,Dailekh,"Thantikandh Rural Municipality",4033,3142,18666,9107,9559
623,Jajarkot,"Barekot Rural Municipality",3901,3485,22038,11010,11028
626,Jajarkot,"Junichande Rural Municipality",4356,3967,23823,11979,11844
627,Jajarkot,"Kuse Rural Municipality",4520,4199,23529,11636,11893
628,Jajarkot,"Shiwalaya Rural Municipality",2820,2598,14720,7270,7450
630,Dolpa,"Chharka Tangsong Rural Municipality",320,306,1713,839,874
631,Dolpa,"Dolpo Buddha Rural Municipality",543,542,2462,1206,1256
632,Dolpa,"Jagadulla Rural Municipality",600,511,2581,1289,1292
633,Dolpa,"Kaike Rural Municipality",926,715,4124,1931,2193
634,Dolpa,"Mudkechula Rural Municipality",1206,1078,5875,2975,2900
635,Dolpa,"Shey Phoksundo Rural Municipality",818,805,3717,1775,1942
639,Jumla,"Guthichaur Rural Municipality",2451,2205,10891,5344,5547
640,Jumla,"Hima Rural Municipality",2104,2062,12804,6388,6416
641,Jumla,"Kanakasundari Rural Municipality",2786,2733,13687,6807,6880
642,Jumla,"Patrasi Rural Municipality",3374,3191,16881,8349,8532
643,Jumla,"Sinja Rural Municipality",2427,2271,12744,6561,6183
644,Jumla,"Tatopani Rural Municipality",3321,3190,15721,7728,7993
645,Jumla,"Tila Rural Municipality",2666,2582,14692,7261,7431
646,Kalikot,"Subha Kalika Rural Municipality",2769,2311,13900,6784,7116
648,Kalikot,"Mahawai Rural Municipality",1666,1364,8334,4072,4262
649,Kalikot,"Naraharinath Rural Municipality",4422,3668,22414,11109,11305
650,Kalikot,"Pachaljharana Rural Municipality",2509,2196,13683,6837,6846
651,Kalikot,"Palata Rural Municipality",2895,2683,17658,9018,8640
653,Kalikot,"Sanni Tribeni Rural Municipality",2352,2088,12864,6363,6501
656,Mugu,"Khatyad Rural Municipality",3567,3429,19301,9840,9461
657,Mugu,"Mugum Karmarong Rural Municipality",1399,1364,7301,3506,3795
658,Mugu,"Soru Rural Municipality",2652,2469,14364,7080,7284
659,Humla,"Adanchuli Rural Municipality",1481,1344,8110,4012,4098
660,Humla,"Chankheli Rural Municipality",1196,1175,6625,3367,3258
661,Humla,"Kharpunath Rural Municipality",1545,1330,6975,3465,3510
662,Humla,"Namkha Rural Municipality",868,850,4506,2304,2202
663,Humla,"Sarkegad Rural Municipality",2211,2016,11040,5669,5371
664,Humla,"Simkot Rural Municipality",3007,2512,12130,6101,6029
665,Humla,"Tanjakot Rural Municipality",1176,1086,6110,3064,3046
669,Bajura,"Khaptad Chhededaha Rural Municipality",3627,2878,19274,9326,9948
670,Bajura,"Gaumul Rural Municipality",1731,1588,8765,4373,4392
671,Bajura,"Himali Rural Municipality",2092,1716,10503,5284,5219
672,Bajura,"Jagannath Rural Municipality",1965,1687,10205,4938,5267
673,Bajura,"Swami Kartik Khaapar Rural Municipality",2392,2242,13013,6593,6420
675,Bajhang,"Bithadchir Rural Municipality",3273,2728,16854,8301,8553
677,Bajhang,"Chabispathivera Rural Municipality",3125,2792,14515,6770,7745
678,Bajhang,"Durgathali Rural Municipality",2606,2282,11414,5149,6265
680,Bajhang,"SaiPaal Rural Municipality",456,454,2681,1330,1351
681,Bajhang,"Kedarseu Rural Municipality",4389,3768,21697,10000,11697
682,Bajhang,"Khaptadchhanna Rural Municipality",3100,2453,13751,6238,7513
683,Bajhang,"Masta Rural Municipality",2608,2519,13584,6518,7066
684,Bajhang,"Surma Rural Municipality",1835,1593,11248,5609,5639
685,Bajhang,"Talkot Rural Municipality",2238,2063,11858,5454,6404
686,Bajhang,"Thalara Rural Municipality",3462,2819,15961,7104,8857
687,Achham,"Bannigadhi Jayagadh Rural Municipality",3144,2309,13639,5887,7752
688,Achham,"Chaurpati Rural Municipality",4822,3960,22407,9985,12422
689,Achham,"Dhakari Rural Municipality",4373,3501,22553,10813,11740
692,Achham,"Mellekh Rural Municipality",4752,3628,23096,10670,12426
694,Achham,"Ramaroshan Rural Municipality",4959,3876,22676,10759,11917
696,Achham,"Turmakhad Rural Municipality",5277,4428,24440,11668,12772
697,Doti,"Adharsha Rural Municipality",5449,4204,24911,11141,13770
698,Doti,"Badikedar Rural Municipality",2984,2762,15078,7555,7523
699,Doti,"Bogtan Foodsil Rural Municipality",3198,2774,15912,7488,8424
701,Doti,"Jorayal Rural Municipality",4432,4092,20364,10251,10113
702,Doti,"K I Singh Rural Municipality",4731,3975,20830,9130,11700
703,Doti,"Purbichauki Rural Municipality",5305,4095,21263,9089,12174
704,Doti,"Sayal Rural Municipality",4311,3139,20125,9221,10904
706,Kailali,"Bardagoriya Rural Municipality",8639,8162,37714,17882,19832
708,Kailali,"Chure Rural Municipality",4272,4015,21437,10809,10628
713,Kailali,"Janaki Rural Municipality",11180,10657,49835,23202,26633
714,Kailali,"Joshipur Rural Municipality",7775,7630,37167,17788,19379
715,Kailali,"Kailari Rural Municipality",10793,10458,50457,24485,25972
717,Kailali,"Mohanyal Rural Municipality",4450,4226,21285,10375,10910
720,Kanchanpur,"Beldandi Rural Municipality",4727,4471,22041,9939,12102
724,Kanchanpur,"Laljhadi Rural Municipality",4822,4666,25271,12282,12989
728,Dadeldhura,"Alital Rural Municipality",3743,3421,18125,8773,9352
729,Dadeldhura,"Ajaymeru Rural Municipality",3479,2987,15243,7167,8076
731,Dadeldhura,"Bhageshwar Rural Municipality",2812,2362,13112,6290,6822
732,Dadeldhura,"Ganayapdhura Rural Municipality",3360,2788,13655,6158,7497
733,Dadeldhura,"Nawadurga Rural Municipality",4335,3634,18745,8194,10551
736,Baitadi,"Dilasaini Rural Municipality",4925,3930,23233,11347,11886
737,Baitadi,"Dogadakedar Rural Municipality",4774,3998,23619,10854,12765
739,Baitadi,"Pancheshwar Rural Municipality",3617,2986,17780,8130,9650
742,Baitadi,"Shivanath Rural Municipality",3435,2919,18247,8489,9758
743,Baitadi,"Sigas Rural Municipality",4367,3652,23479,11153,12326
744,Baitadi,"Surnaya Rural Municipality",3877,3206,18230,8549,9681
745,Darchula,"Apihimal Rural Municipality",1363,1256,7023,3438,3585
746,Darchula,"Byas Rural Municipality",2361,2168,10205,4884,5321
747,Darchula,"Dunhu Rural Municipality",2293,1906,9912,4580,5332
748,Darchula,"Lekam Rural Municipality",3045,2645,13638,6520,7118
750,Darchula,"Malikaarjun Rural Municipality",3241,2993,15754,7631,8123
751,Darchula,"Marma Rural Municipality",3086,2704,15586,7551,8035
752,Darchula,"Naugad Rural Municipality",3156,2920,16434,7988,8446
